,case_id,IPclass,stat_flags_mean,stat_msg_size_mean,stat_flowDuration_tot,trace_is_fit_TR,trace_fitness_TR,missing_tokens_TR,consumed_tokens_TR,remaining_tokens_TR,produced_tokens_TR,cost_AL,visited_states_AL,queued_states_AL,traversed_arcs_AL,lp_solved_AL,fitness_AL,label
17754,245.174.20.248_2783_192.168.1.18_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17755,197.217.226.132_2784_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17756,127.112.224.105_2785_192.168.1.18_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17757,82.229.181.181_2786_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17758,206.147.158.45_2787_192.168.1.18_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17759,69.127.65.181_2788_192.168.1.22_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17760,15.164.234.64_2789_192.168.1.20_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17761,74.33.150.169_2790_192.168.1.21_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17762,107.194.254.216_2791_192.168.1.18_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17763,156.144.26.13_2792_192.168.1.17_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17764,229.235.163.146_2793_192.168.1.19_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17765,168.75.181.60_2794_192.168.1.20_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17766,109.21.236.238_2795_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17767,152.118.182.114_2796_192.168.1.18_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17768,51.12.2.48_2797_192.168.1.22_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17769,128.132.123.27_2798_192.168.1.18_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17770,176.179.102.112_2799_192.168.1.16_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17771,55.74.181.92_2800_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17772,151.56.193.56_2801_192.168.1.18_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17773,86.146.100.201_2802_192.168.1.21_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17774,10.149.26.230_2803_192.168.1.18_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17775,239.90.145.254_2804_192.168.1.16_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17776,142.109.131.6_2805_192.168.1.18_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17777,220.140.105.7_2806_192.168.1.19_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17778,252.195.44.8_2807_192.168.1.21_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17779,246.8.249.69_2808_192.168.1.18_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17780,239.195.25.191_2809_192.168.1.21_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17781,38.182.136.33_2810_192.168.1.17_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17782,92.177.214.116_2811_192.168.1.21_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17783,115.49.34.189_2812_192.168.1.20_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17784,84.240.41.128_2813_192.168.1.18_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17785,160.172.50.142_2814_192.168.1.21_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17786,9.89.96.190_2815_192.168.1.21_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17787,216.226.24.49_2816_192.168.1.16_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17788,204.118.46.99_2817_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17789,30.108.18.221_2818_192.168.1.22_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17790,117.242.52.97_2819_192.168.1.21_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17791,51.142.155.228_2820_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17792,172.92.186.34_2821_192.168.1.20_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17793,250.74.190.4_2822_192.168.1.21_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17794,230.38.126.239_2823_192.168.1.16_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17795,19.54.68.81_2824_192.168.1.22_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17796,143.230.94.39_2825_192.168.1.19_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17797,66.225.173.16_2826_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17798,214.228.179.36_2827_192.168.1.18_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17799,225.150.50.2_2828_192.168.1.21_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17800,245.83.1.184_2829_192.168.1.19_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17801,254.213.240.36_2830_192.168.1.20_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17802,213.141.204.56_2831_192.168.1.16_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17803,174.206.65.224_2832_192.168.1.21_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17804,36.198.40.158_2833_192.168.1.21_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17805,16.217.241.192_2834_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17806,207.90.229.141_2835_192.168.1.18_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17807,64.243.210.33_2836_192.168.1.22_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17808,225.101.248.102_2837_192.168.1.18_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17809,121.239.209.91_2838_192.168.1.21_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17810,156.52.194.183_2839_192.168.1.16_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17811,205.252.51.200_2840_192.168.1.20_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17812,83.161.136.191_2841_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17813,246.65.156.240_2842_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17814,40.143.217.101_2843_192.168.1.17_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17815,79.190.248.226_2844_192.168.1.20_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17816,129.124.161.206_2845_192.168.1.20_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17817,124.53.182.120_2846_192.168.1.20_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17818,219.49.87.184_2847_192.168.1.18_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17819,119.9.133.136_2848_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17820,16.220.151.223_2849_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17821,24.203.104.184_2850_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17822,111.177.104.6_2851_192.168.1.20_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17823,51.215.164.112_2852_192.168.1.17_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17824,2.166.69.228_2853_192.168.1.22_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17825,163.163.83.7_2854_192.168.1.19_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17826,3.34.76.171_2855_192.168.1.21_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17827,179.245.56.246_2856_192.168.1.19_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17828,109.131.21.64_2857_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17829,245.138.72.99_2858_192.168.1.18_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17830,49.223.237.11_2859_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17831,133.100.91.121_2860_192.168.1.22_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17832,148.245.216.2_2861_192.168.1.18_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17833,43.192.32.177_2862_192.168.1.20_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17834,129.181.2.15_2863_192.168.1.22_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17835,10.203.237.217_2864_192.168.1.18_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17836,111.235.75.13_2865_192.168.1.21_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17837,115.151.100.163_2866_192.168.1.22_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17838,148.182.205.82_2867_192.168.1.21_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17839,95.116.206.67_2868_192.168.1.17_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17840,18.172.227.50_2869_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17841,152.1.190.32_2870_192.168.1.16_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17842,56.176.225.157_2871_192.168.1.18_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17843,72.72.63.194_2872_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17844,125.228.22.17_2873_192.168.1.22_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17845,146.144.182.9_2874_192.168.1.16_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17846,169.180.189.221_2875_192.168.1.21_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17847,5.10.59.93_2876_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17848,67.59.203.153_2877_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17849,250.20.39.182_2878_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17850,249.88.151.68_2879_192.168.1.22_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17851,5.102.193.91_2880_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17852,57.88.43.123_2881_192.168.1.17_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17853,223.81.144.169_2882_192.168.1.19_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17854,169.115.243.98_2883_192.168.1.22_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17855,180.229.110.59_2884_192.168.1.17_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17856,189.108.9.232_2885_192.168.1.19_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17857,198.221.18.192_2886_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17858,246.82.195.243_2887_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17859,48.101.230.226_2888_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17860,80.13.227.204_2889_192.168.1.18_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17861,249.140.95.77_2890_192.168.1.22_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17862,10.41.245.241_2891_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17863,154.10.134.237_2892_192.168.1.17_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17864,169.32.200.188_2893_192.168.1.19_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17865,117.88.158.168_2894_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17866,26.254.159.141_2895_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17867,217.143.230.113_2896_192.168.1.22_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17868,71.18.59.187_2897_192.168.1.20_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17869,76.92.96.145_2898_192.168.1.20_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17870,57.111.128.70_2899_192.168.1.17_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17871,7.149.32.24_2900_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17872,127.235.27.156_2901_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17873,18.11.170.209_2902_192.168.1.17_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17874,53.34.144.21_2903_192.168.1.17_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17875,220.101.23.178_2904_192.168.1.20_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17876,157.245.180.95_2905_192.168.1.21_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17877,4.237.18.225_2906_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17878,38.11.99.123_2907_192.168.1.17_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17879,207.217.92.244_2908_192.168.1.21_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17880,43.196.94.236_2909_192.168.1.17_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17881,10.219.48.247_2910_192.168.1.17_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17882,47.136.100.28_2911_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17883,114.85.19.157_2912_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17884,230.31.8.74_2913_192.168.1.16_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17885,162.219.11.17_2914_192.168.1.20_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17886,74.210.245.42_2915_192.168.1.20_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17887,3.31.92.179_2916_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17888,79.48.135.138_2917_192.168.1.21_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17889,96.166.133.88_2918_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17890,132.157.24.99_2919_192.168.1.18_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17891,232.130.92.184_2920_192.168.1.22_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17892,247.246.5.179_2921_192.168.1.21_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17893,151.150.53.41_2922_192.168.1.22_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17894,9.47.241.181_2923_192.168.1.22_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17895,164.205.36.154_2924_192.168.1.16_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17896,91.27.223.26_2925_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17897,52.201.155.108_2926_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17898,158.76.110.107_2927_192.168.1.19_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17899,194.184.251.30_2928_192.168.1.19_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17900,228.109.132.64_2929_192.168.1.19_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17901,93.32.126.223_2930_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17902,219.82.135.226_2931_192.168.1.19_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17903,216.96.202.228_2932_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17904,41.167.246.116_2933_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17905,87.101.152.162_2934_192.168.1.20_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17906,219.46.251.139_2935_192.168.1.21_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17907,204.193.113.91_2936_192.168.1.19_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17908,184.239.103.237_2937_192.168.1.17_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17909,174.132.238.37_2938_192.168.1.21_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17910,163.78.217.14_2939_192.168.1.18_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17911,174.128.123.85_2940_192.168.1.21_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17912,99.54.208.133_2941_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17913,144.132.173.48_2942_192.168.1.19_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17914,155.101.46.232_2943_192.168.1.22_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17915,254.21.90.192_2944_192.168.1.20_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17916,37.83.227.52_2945_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17917,131.91.90.193_2946_192.168.1.22_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17918,79.24.48.62_2947_192.168.1.21_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17919,232.41.88.167_2948_192.168.1.22_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17920,121.190.134.192_2949_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17921,239.198.151.143_2950_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17922,90.11.10.244_2951_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17923,146.236.41.200_2952_192.168.1.21_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17924,223.224.102.184_2953_192.168.1.16_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17925,120.30.5.147_2954_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17926,8.40.8.94_2955_192.168.1.16_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17927,22.137.35.33_2956_192.168.1.20_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17928,216.33.224.181_2957_192.168.1.22_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17929,176.246.58.70_2958_192.168.1.20_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17930,93.119.80.91_2959_192.168.1.18_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17931,147.102.80.143_2960_192.168.1.18_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17932,250.247.46.71_2961_192.168.1.22_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17933,115.23.238.170_2962_192.168.1.21_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17934,87.210.173.67_2963_192.168.1.18_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17935,40.211.164.79_2964_192.168.1.20_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17936,186.88.71.67_2965_192.168.1.22_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17937,247.53.32.219_2966_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17938,41.90.187.12_2967_192.168.1.17_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17939,8.68.78.119_2968_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17940,57.82.165.150_2969_192.168.1.19_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17941,63.80.60.207_2970_192.168.1.20_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17942,171.75.166.249_2971_192.168.1.17_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17943,186.185.141.11_2972_192.168.1.17_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17944,27.31.102.26_2973_192.168.1.18_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17945,237.2.141.176_2974_192.168.1.18_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17946,203.208.104.140_2975_192.168.1.16_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17947,187.161.140.89_2976_192.168.1.16_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17948,164.192.19.237_2977_192.168.1.19_4840,B,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17949,121.30.187.211_2978_192.168.1.18_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
17950,9.231.74.116_2979_192.168.1.20_4840,A,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
